"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","Class"
0.0308176100628931,0.232452830188679,0.0484276729559748,0.147358490566038,0.0444654088050314,0,0,0.0367924528301887,0.0186792452830189,0.0173584905660377,0.080314465408805,0,0.00622641509433962,0,0.0461635220125786,0.187735849056604,0.227044025157233,0.0944025157232704,0.030125786163522,0.0247169811320755,0.0162893081761006,0.287861635220126,0.265157232704403,0.125974842767296,0.0448427672955975,0.118993710691824,0,0.0850943396226415,0.153459119496855,0.0725157232704403,0.0867924528301887,0.0138993710691824,0.0257232704402516,0.228238993710692,0,0.0137735849056604,0.108176100628931,0.00132075471698113,0.0459119496855346,0.105786163522013,0.0322641509433962,0,0.00289308176100629,0.089622641509434,0,0,0.0157861635220126,0,0.039685534591195,0,0.0359748427672956,0.0442138364779874,0,0.00194968553459119,0.0752830188679245,0.0132704402515723,0,0.0677358490566038,0,0.00490566037735849,0.00050314465408805,0.0204402515723270,0,0,0
0.070691823899371,0.150440251572327,0.163270440251572,0.401383647798742,0.477106918238994,0,0.111257861635220,0.195597484276730,0.0591823899371069,0.0234591194968553,0.0981132075471698,0.203899371069182,0.00949685534591195,0.0116352201257862,0.141635220125786,0.209245283018868,0.155974842767296,0.288805031446541,0.0778616352201258,0,0.122201257861635,0.137798742138365,0.280062893081761,0.0234591194968553,0.0652201257861635,0.0847798742138365,0.0542138364779874,0.0541509433962264,0.66308176100629,0.0262264150943396,0.155220125786164,0.0271698113207547,0.0167295597484277,0.273773584905660,0,0,0.0373584905660377,0,0.0455974842767296,0.0413836477987421,0.00943396226415094,0.0166037735849057,0,0.0469182389937107,0,0,0.0264150943396226,0,0.0760377358490566,0.00188679245283019,0.0445911949685535,0.0507547169811321,0,0.0080503144654088,0.0783647798742138,0.0103773584905660,0,0,0.0237735849056604,0.089245283018868,0.00345911949685535,0,0,0.0323899371069182,0
0.0870440251572327,0.222201257861635,0.809308176100629,0.285911949685535,0.540880503144654,0.119874213836478,0.166729559748428,0.0866037735849057,0.0431446540880503,0.0235849056603774,0.126540880503145,0.138490566037736,0.0146540880503145,0,0.0677987421383648,0.121823899371069,0.248867924528302,0.251635220125786,0.0566666666666667,0,0.107861635220126,0.327547169811321,0.182704402515723,0.0527672955974843,0.0463522012578616,0.248301886792453,0.0413207547169811,0.0613836477987421,0.383584905660377,0.0686792452830189,0.111320754716981,0.0147798742138365,0.0114465408805031,0.389182389937107,0,0,0.0510691823899371,0.00220125786163522,0.0378616352201258,0.0354088050314465,0.0184276729559748,0.0345283018867925,0.040314465408805,0.0442138364779874,0,0,0.0304402515723270,0,0.0642767295597484,0.0115723270440252,0.103018867924528,0.0331446540880503,0,0,0.0535220125786164,0,0.0040251572327044,0.0331446540880503,0.0245283018867925,0,0.00427672955974843,0,0,0.00490566037735849,0
0.0971069182389937,0.333522012578616,0.327924528301887,0.234025157232704,0.090817610062893,0.300691823899371,0.0958490566037736,0.121886792452830,0.0204402515723270,0.0233962264150943,0.0404402515723270,0.321194968553459,0.0208805031446541,0.0165408805031447,0.241949685534591,0.337547169811321,0.170440251572327,0.261698113207547,0.137798742138365,0.0221383647798742,0.0554716981132075,0.231446540880503,0.728867924528302,0.379056603773585,0.039685534591195,0.0348427672955975,0.00415094339622642,0.0666037735849057,0.292452830188679,0.098993710691824,0.222452830188679,0.0459748427672956,0.0169811320754717,0.438364779874214,0,0.00459119496855346,0.0774213836477987,0,0.0374842767295597,0.0670440251572327,0.0313836477987421,0.0158490566037736,0.00886792452830189,0.0655974842767296,0,0,0.0416981132075472,0,0.0529559748427673,0.00320754716981132,0.0525157232704403,0.0512578616352201,0,0.0304402515723270,0.0649056603773585,0.0431446540880503,0.0486163522012579,0.0491823899371069,0,0.0183647798742138,0.0118238993710692,0,0,0.0372955974842767,0
0.0110062893081761,0.0870440251572327,0.00949685534591195,0,0.00415094339622642,0,0,0.0464150943396226,0,0,0.0116981132075472,0,0.00622641509433962,0,0.0354716981132076,0.0364779874213836,0.079685534591195,0.0527672955974843,0.0160377358490566,0,0.00616352201257862,0.0749056603773585,0.219433962264151,0.0218867924528302,0.00635220125786163,0.0390566037735849,0,0.00779874213836478,0.0750943396226415,0.0625157232704402,0.0855345911949685,0.000691823899371069,0.0421383647798742,1,0,0.00251572327044025,0.163647798742138,0,0.0883018867924528,0.143018867924528,0.0549685534591195,0.0575471698113208,0.625345911949686,0.0983018867924528,0,0.0884905660377358,0.112389937106918,0.0412578616352201,0.137484276729560,0.00389937106918239,0.219748427672956,0.103962264150943,0.03,0.0223899371069182,0.136792452830189,0.060377358490566,0.0430188679245283,0.162012578616352,0.352327044025157,0.0745283018867925,0.0110062893081761,0.0981761006289308,0.0923899371069182,0.0988050314465409,1
0.0159119496855346,0.0744025157232704,0,0.06937106918239,0,0.00427672955974843,0,0.0215723270440252,0.000125786163522013,0.0125786163522013,0.0206918238993711,0,0.0120754716981132,0,0.040188679245283,0.0436477987421384,0.131698113207547,0.0715723270440252,0.0466037735849057,0.000440251572327044,0.0311949685534591,0.130566037735849,0.230691823899371,0.0242138364779874,0.0219496855345912,0.049874213836478,0,0.0679245283018868,0.379056603773585,0.0549685534591195,0.141194968553459,0.0140251572327044,0.0932075471698113,1,0,0.0764779874213836,0.14937106918239,0.0678616352201258,0.150754716981132,0.129874213836478,0.0658490566037736,0.0642138364779874,0.949811320754717,0.116540880503145,0.00786163522012579,0.0101886792452830,0.0330817610062893,0.0271069182389937,0.0969182389937107,0.00792452830188679,0.163647798742138,0.115031446540881,0.00679245283018868,0.0481761006289308,0.25874213836478,0.0789308176100629,0.0364150943396226,0.0281761006289308,0.0206918238993711,0.487924528301887,0.0135849056603774,0.0611949685534591,0,0.133584905660377,1
0.106540880503145,0.569496855345912,0.285157232704403,0.410188679245283,0.29748427672956,0.402767295597484,0.258993710691824,0.142264150943396,0.0418238993710692,0.029748427672956,0.0683647798742138,0.900503144654088,0.0311949685534591,0.00345911949685535,0.521949685534591,0.310188679245283,0.339559748427673,0.314339622641509,0.145408805031447,0.0318867924528302,0.122578616352201,0.10062893081761,0.63496855345912,0.336352201257862,0.0744654088050314,0.0683647798742138,0.0222012578616352,0.112578616352201,0.683333333333333,0.0832075471698113,0.386603773584906,0.0573584905660377,0.0741509433962264,0.728805031446541,0,0.0955345911949686,0.0683647798742138,0.0162264150943396,0.0554088050314465,0.0640880503144654,0.0262893081761006,0.115408805031447,0.00320754716981132,0.0546540880503145,0.0104402515723270,0.00490566037735849,0.0260377358490566,0.0620125786163522,0.0877987421383648,0.00811320754716981,0.104402515723270,0.0328930817610063,0,0.0223899371069182,0.123584905660377,0.0439622641509434,0.0254716981132075,0.0107547169811321,0.0425786163522013,0.127547169811321,0.00955974842767296,0,0,0.0185534591194969,0
0.0284905660377358,0.099937106918239,0.312578616352201,0.237610062893082,0.169182389937107,0.315660377358491,0.0394339622641509,0.153270440251572,0.0122641509433962,0.0239622641509434,0.0191194968553459,0.145283018867925,0.0120754716981132,0.0183018867924528,0.0671698113207547,0.111446540880503,0.138490566037736,0.134716981132075,0.0294968553459120,0.0126415094339623,0.0323270440251572,0.176729559748428,0.197044025157233,0.349245283018868,0.00773584905660377,0.040125786163522,0.0156603773584906,0.0650943396226415,0.641194968553459,0.0853459119496855,0.142012578616352,0.0165408805031447,0.0328930817610063,0.828805031446541,0,0,0.0261006289308176,0,0.0277358490566038,0.00377358490566038,0.0213207547169811,0.00911949685534591,0.576729559748428,0.0259119496855346,0,0,0.0108176100628931,0.00251572327044025,0.0673584905660377,0.0020125786163522,0.0523899371069182,0.0466666666666667,0,0.0107547169811321,0.079937106918239,0.000251572327044025,0,0.0252830188679245,0.00220125786163522,0.227106918238994,0.00647798742138365,0,0,0.0377358490566038,0
0.00943396226415094,0.0447169811320755,0.0152830188679245,0.0961006289308176,0.0196226415094340,0,0,0.00949685534591195,0.00867924528301887,0,0.00679245283018868,0,0.00459119496855346,0,0,0.0242138364779874,0.111572327044025,0.079559748427673,0.0205031446540881,0,0.0288050314465409,0.039622641509434,0.281509433962264,0.0113836477987421,0.00452830188679245,0.0181132075471698,0,0.0813207547169811,0.0833333333333333,0.039937106918239,0.155974842767296,0.00364779874213836,0.70874213836478,1,0.104150943396226,0.472704402515723,0.387924528301887,0.090377358490566,0.0654088050314465,0.436415094339623,0.137044025157233,0.471006289308176,0.402893081761006,0.409559748427673,0.12874213836478,0.59748427672956,0.147798742138365,0.134591194968553,0.233836477987421,0.0559119496855346,0.217169811320755,0.126540880503145,0.0757232704402516,0.250251572327044,0.546729559748428,0.283459119496855,0.163144654088050,0.622264150943396,0.0159119496855346,0.685723270440252,0.0647798742138365,0.909119496855346,0.457358490566038,0.384779874213836,1
0.0325157232704402,0.379496855345912,0.00295597484276730,0.405094339622642,0.0427672955974843,0,0,0.0251572327044025,0.0935220125786164,0.050125786163522,0.117735849056604,0,0.0246540880503145,0,0.0379245283018868,0.173144654088050,0.270817610062893,0.152515723270440,0.0103144654088050,0.0214465408805031,0.00188679245283019,0.204528301886792,0.25748427672956,0.100880503144654,0.12874213836478,0.114025157232704,0,0.060440251572327,0.225157232704403,0.0606918238993711,0.445660377358491,0.0233962264150943,0.0167295597484277,0.372767295597484,0,0.0108176100628931,0.0546540880503145,0,0.0732075471698113,0.0543396226415094,0.0227044025157233,0.0171698113207547,0.0740880503144654,0.0461006289308176,0,0,0.0323899371069182,0.00251572327044025,0.0330817610062893,0.00723270440251572,0.111320754716981,0.0364779874213836,0,0.0040251572327044,0.0862264150943396,0.00691823899371069,0,0.040062893081761,0,0.0781761006289308,0.00251572327044025,0,0,0,0
